USER_TOKEN,FIRST_SEND_APPLICATION,BUSINESS_CATEGORY,POSTAL_CODE,COUNTRY_CODE,FIRST_INVOICE_MONTH,COUNT_INVOICES_FIRST7D,COUNT_SENT_INVOICES_FIRST7D,COUNT_PAID_INVOICES_FIRST7D,TOTAL_INVOICE_AMOUNT_CENTS_FIRST7D,COUNT_PAYERS_FIRST7D,HAS_USED_AUTOMATIC_REMINDERS_FIRST7D,AVERAGE_INVOICE_AMOUNT_CENTS_FIRST7D,PCT_INVOICES_PAID_FIRST7D,COUNT_DELIVERY_METHODS_FIRST7D,HAS_ACCEPTED_CREDIT_OR_DEBIT_CARD_FIRST7D,CHURNED_IND
BQWP1VVRSJJR9,dashboard,food_and_drink,26003,US,2018-03-01,1,1,1,41995,1,0,41995,1,1,1,1
D7JQ6P2HGA1NW,register,charities_education_and_membership,95173,US,2015-08-01,1,1,0,30000,0,0,30000,0,1,1,1
NXKDG7XNVF691,dashboard,professional_services,98354,US,2019-05-01,3,3,2,7455000,3,1,2485000,0.666666,2,1,0
H66RX186SGB66,register,food_and_drink,4207,AU,2019-03-01,2,2,2,8280000,2,1,4140000,1,1,1,0
326TG33MYSCT5,register,retail,23139-6715,US,2017-06-01,2,2,1,22800,1,0,11400,0.5,1,1,1
56B8WWPKVFJAM,dashboard,retail,16148,US,2018-11-01,2,2,2,984000,2,0,492000,1,1,1,0
140R8BNX1N0G8,register,retail,40004-2016,US,2017-12-01,1,1,1,2546604,1,0,2546604,1,1,1,0
97J1K2N5EDDBP,register,professional_services,30034,US,2017-08-01,1,1,1,140000,1,0,140000,1,1,1,1
CGYMYPNWZCP9A,register,retail,78132,US,2017-05-01,1,0,0,2192600,0,0,2192600,0,1,1,1
80W40DX9K3965,register,casual_use,56377,US,2015-04-01,2,2,1,223600,0,0,111800,0.5,1,1,1
45MV24W9GKHAC,register,retail,80863,US,2017-02-01,21,21,18,3359352,19,0,159969.1429,0.857142,1,1,1
62VCDZAA4KN9C,dashboard,retail,30144-3079,US,2016-04-01,14,14,12,2427300,12,0,173378.5714,0.857142,1,1,1
8K8TRN7DWTX4W,dashboard,beauty_and_personal_care,11422-2925,US,2017-09-01,2,1,0,167000,1,0,83500,0,1,1,1
TWY6EVPW0RGS1,register,professional_services,76006,US,2019-07-01,1,1,1,575000,1,1,575000,1,1,1,1
45FRFQ0CJ0SM4,dashboard,professional_services,15666,US,2017-10-01,2,2,2,821531,2,0,410765.5,1,1,1,0
2B29ZFD0KFYS9,register,food_and_drink,64468,US,2017-01-01,1,1,0,430,1,0,430,0,1,1,1
4J43N3DYVMB9W,dashboard,professional_services,40206-1310,US,2016-08-01,1,1,1,25000,1,0,25000,1,1,1,1
0SJKCZJAWJ2RK,register,retail,63136,US,2017-08-01,4,4,2,576072000,4,0,144018000,0.5,1,1,0
3DCRBV56Z0AWA,register,retail,34251-9688,US,2019-02-01,2,2,2,430000,2,1,215000,1,1,1,1
9VKBTGSRX3AX3,register,professional_services,70458,US,2016-03-01,2,2,1,45966,0,0,22983,0.5,1,1,1
AD1R8TQR0PC41,register,retail,17241,US,2019-01-01,17,17,13,3708080,13,1,218122.3529,0.764705,1,1,1
75BRD2S3PJYFR,dashboard,food_and_drink,62946,US,2018-06-01,11,11,10,1584114560,10,0,144010414.5,0.90909,1,1,0
ACJDFHBKM43P9,register,food_and_drink,20902,US,2016-11-01,1,1,0,1800,0,0,1800,0,1,1,1
77HBHGS7F23M3,register,health_care_and_fitness,30103,US,2019-08-01,2,2,0,18820,2,1,9410,0,1,1,1
S3RMM62NVRVR2,dashboard,professional_services,77382-1321,US,2019-04-01,2,2,1,39798,2,1,19899,0.5,1,1,1
XY36MZ1JS0Q0W,register,casual_use,12205,US,2018-02-01,6,6,5,555591960,6,0,92598660,0.833333,1,1,0
9BNF69C2A194A,dashboard,home_and_repair,92011,US,2016-06-01,1,1,1,4194820,1,0,4194820,1,1,1,1
3CAJ8E17CQCPZ,register,retail,77346-2754,US,2017-03-01,1,1,0,600,1,0,600,0,1,1,1
D38WFYYYP8EKC,register,professional_services,63090,US,2018-03-01,7,7,6,4541550,6,0,648792.8571,0.857142,1,1,0
4W7EZ4KQ6YJA7,register,professional_services,91335,US,2019-01-01,2,2,1,289200,1,1,144600,0.5,1,1,1
1M4JHK2Y6BP9B,register,retail,L4N5S9,CA,2017-03-01,3,3,3,40000,3,0,13333.33333,1,1,1,1
0256K7VGQSHTA,dashboard,home_and_repair,11514-1054,US,2017-05-01,5,5,3,690400,5,0,138080,0.6,1,1,1
Y7KRXN6NNJ4PQ,register,retail,40741-2506,US,2017-08-01,4,4,3,260000,4,0,65000,0.75,1,1,1
ZTNH108JKJ1XK,dashboard,professional_services,85032-7903,US,2018-03-01,1,1,1,28000,1,0,28000,1,1,1,1
4YE8TJSVVVH0V,dashboard,professional_services,75006-1645,US,2019-08-01,3,3,2,1575000,3,1,525000,0.666666,1,1,0
9CBGASF91S6HC,dashboard,professional_services,72756,US,2017-07-01,1,1,0,603200,1,0,603200,0,1,1,0
60JEP9DB3RQT9,dashboard,charities_education_and_membership,55347,US,2014-08-01,2,2,2,369000,0,0,184500,1,1,1,1
DT0TAY5XJBAWZ,dashboard,beauty_and_personal_care,32836,US,2016-05-01,7,7,5,488040000,7,0,69720000,0.714285,1,1,0
827KYEF6PMH01,register,health_care_and_fitness,20036,US,2017-12-01,3,2,1,60000,2,0,20000,0.5,1,1,1
2CQY9A6SG1AMD,register,professional_services,G2B 0C5,CA,2015-09-01,2,2,0,6600000,0,0,3300000,0,1,1,0
8G7YHG681H9Y5,register,food_and_drink,15218,US,2018-09-01,11,11,10,16979476,11,0,1543588.727,0.90909,1,1,0
6X87T8NA2WJKW,register,casual_use,21239,US,2017-12-01,2,2,1,24000,1,0,12000,0.5,1,1,1
79G3M517CH2EY,register,health_care_and_fitness,81620,US,2019-05-01,2,2,2,143000,1,0,71500,1,1,1,1
58N69QY6S2YR3,dashboard,casual_use,60609,US,2014-10-01,2,2,2,162435000,0,0,81217500,1,1,1,0
E8JZJ9CKH7E10,register,leisure_and_entertainment,49735-8977,US,2019-04-01,5,5,2,9848510,3,1,1969702,0.4,1,1,0
E02Q60Y07YFPY,register,retail,75115,US,2019-07-01,2,2,2,38874,2,1,19437,1,1,1,1
02KRGD27NFQAN,dashboard,professional_services,77096,US,2015-05-01,5,5,0,13974180,5,0,2794836,0,1,1,1
15FJGDFAJ4PA1,register,home_and_repair,53151-6714,US,2017-09-01,1,1,1,177240,1,0,177240,1,1,1,1
Q9N8VW4XVD67X,register,retail,80022-7126,US,2018-05-01,1,1,1,12287,1,0,12287,1,1,1,1
55D2FEEB18RMF,register,home_and_repair,47006-8206,US,2016-11-01,1,1,0,64192,0,0,64192,0,1,1,1
FKTWCEAKJC61P,register,retail,50613-2131,US,2018-02-01,1,1,1,393290,1,0,393290,1,1,1,1
5M4FVW4MGSPGW,dashboard,professional_services,11566-1001,US,2016-03-01,1,1,1,130000,1,0,130000,1,1,1,1
CKN70Y3H2M179,dashboard,professional_services,14221,US,2016-01-01,4,4,4,457272000,4,0,114318000,1,1,1,0
AMNKJKC660P16,dashboard,health_care_and_fitness,93306,US,2015-06-01,112,36,4,418020813084,36,0,3732328688,0.111111,1,1,0
AC6YX3N39GW5R,register,beauty_and_personal_care,85225-7403,US,2018-02-01,5,5,3,49000,5,0,9800,0.6,1,1,1
AZRB42X983H6S,register,retail,91344,US,2017-05-01,9,9,9,585925,8,0,65102.77778,1,1,1,1
4QG4VG879W6G7,dashboard,casual_use,98926,US,2016-11-01,1,1,1,480000,1,0,480000,1,1,1,1
Z6XYD3E3KGGWX,register,professional_services,77461,US,2019-08-01,3,3,3,955500,3,1,318500,1,1,1,1
873VEWVHATDWE,register,home_and_repair,93308,US,2017-11-01,1,1,0,105000,1,0,105000,0,1,1,1
9ZT4GAZ8JR6V4,register,retail,29732,US,2017-11-01,4,4,4,304171,4,0,76042.75,1,1,1,1
EHACSACBV0W84,dashboard,retail,32806,US,2019-06-01,2,2,1,8209208,2,1,4104604,0.5,1,1,0
3WR225Z8JP0M7,register,home_and_repair,77072-1322,US,2018-02-01,3,3,3,71800000,3,0,23933333.33,1,1,1,0
EXDGEMWV6SPHZ,dashboard,charities_education_and_membership,92084,US,2017-03-01,1,1,0,404000,1,0,404000,0,1,1,0
2AV472J4H11WJ,register,retail,13090,US,2019-06-01,1,1,0,5398,1,1,5398,0,1,1,1
9QNV5YS1N35YA,dashboard,food_and_drink,33130,US,2016-01-01,1,1,1,2953200,1,0,2953200,1,1,1,1
RCV6ESXG00XKZ,register,transportation,33140,US,2019-07-01,1,1,0,620000,1,1,620000,0,1,1,1
TEXWES15DV82M,dashboard,home_and_repair,75126,US,2019-03-01,1,1,0,10000,1,0,10000,0,1,1,1
6YVXSJZ5CNQVA,dashboard,home_and_repair,34266-5846,US,2018-04-01,2,2,1,2191000,2,0,1095500,0.5,1,1,1
AM9MH06NG8S9V,register,health_care_and_fitness,27360,US,2018-05-01,4,4,1,8000,1,0,2000,0.25,2,1,1
G30PCD7VYB0JK,register,health_care_and_fitness,76008,US,2018-02-01,2,2,0,238000,1,0,119000,0,1,1,1
0RN5J5FQ8HMG9,register,leisure_and_entertainment,16210-2310,US,2018-11-01,1,1,0,1500,1,0,1500,0,1,1,1
2TJW0D8K6FM5J,register,retail,95959-8551,US,2016-11-01,2,2,2,181680,0,0,90840,1,1,1,1
94HZX286VVG8R,register,home_and_repair,75862,US,2018-01-01,2,2,2,1412400,1,0,706200,1,1,1,1
2CCH9SNNS7Q90,dashboard,retail,90068,US,2017-08-01,2,1,0,300000,1,0,150000,0,1,1,1
8Z3EGTEEQB6KH,dashboard,retail,97078-2371,US,2016-03-01,1,1,1,1134000,1,0,1134000,1,1,1,0
98J4BS32MDXK6,dashboard,health_care_and_fitness,75002-3638,US,2016-09-01,1,1,0,100,1,0,100,0,1,1,1
CMGWWJKYDMRVD,register,home_and_repair,30120-7797,US,2016-09-01,1,1,0,300,0,0,300,0,1,1,1
A9643X60D9HA4,invoices,food_and_drink,77479-4284,US,2019-04-01,3,2,2,806400,2,1,268800,1,1,1,0
CFJ925NPZCDN9,register,retail,34714-7001,US,2018-03-01,1,0,0,200,0,0,200,0,1,1,1
1SS3HSJXDARVQ,register,home_and_repair,78933-5196,US,2019-08-01,3,3,2,61200000,3,1,20400000,0.666666,1,1,0
1W7ZDPZ5AK1WC,register,retail,30350-6854,US,2019-06-01,3,3,2,39000,3,1,13000,0.666666,1,1,1
4CW9C7HRWAQVM,register,beauty_and_personal_care,33570-3221,US,2017-12-01,1,1,0,100,1,0,100,0,1,1,1
CQFT5BM46EFZB,dashboard,retail,80131,US,2017-03-01,16,16,14,244501730,11,0,15281358.13,0.875,1,1,0
3F8DNSY567K5S,dashboard,home_and_repair,33168-6140,US,2016-11-01,1,1,0,50000,1,0,50000,0,1,1,1
95F5QBZFYP80K,register,leisure_and_entertainment,95206,US,2015-03-01,2,2,1,5738250,0,0,2869125,0.5,1,1,0
CAE1NQ24WVDAP,register,health_care_and_fitness,77520,US,2015-04-01,2,2,2,198000,0,0,99000,1,1,1,0
1N8068QWRR9CS,dashboard,health_care_and_fitness,34744-9274,US,2017-11-01,2,2,1,20000,1,0,10000,0.5,1,1,1
F7RWAJS4BPMMT,dashboard,casual_use,76706,US,2014-11-01,4,4,4,166400,0,0,41600,1,1,1,1
DV2696T9YV2Z9,dashboard,retail,76063,US,2015-02-01,1,0,0,156325,0,0,156325,0,1,1,1
BQ9NE6C6P44VA,dashboard,health_care_and_fitness,14085-9203,US,2017-03-01,1,1,1,690000,1,0,690000,1,1,1,1
46CWGYYGS7E2Y,register,health_care_and_fitness,89044-0172,US,2017-10-01,3,2,2,982944,2,0,327648,1,1,1,0
55KT8C98J885T,register,leisure_and_entertainment,14788,US,2016-12-01,5,5,3,3577500,5,0,715500,0.6,1,1,0
0G5B0ZJ8SGEB8,register,casual_use,12020,US,2015-03-01,1,1,0,1350000,0,0,1350000,0,1,1,1
SX9WA85QEXHZ0,register,retail,32703,US,2017-08-01,3,1,0,113400,1,0,37800,0,1,1,1
3SMCCMNNS0R8Q,register,professional_services,33150,US,2018-12-01,2,1,0,11000,2,0,5500,0,1,1,1
ZJYNJR6P0TZNX,register,food_and_drink,3690,AU,2017-12-01,1,1,1,13440,1,0,13440,1,1,1,1
D6ZK6NJ1J684S,register,beauty_and_personal_care,45449-3060,US,2016-02-01,1,1,0,685434,0,0,685434,0,1,1,0
PJWM5ZZ1HQP0V,register,retail,38671-3406,US,2017-08-01,3,3,2,132499125,3,0,44166375,0.666666,1,1,0
15EZBHW006HYP,dashboard,professional_services,20785,US,2016-12-01,1,1,1,105000,1,0,105000,1,1,1,1
EF5Q3VVH55XK9,dashboard,professional_services,G1G6P2,CA,2019-05-01,5,4,4,25161216,3,0,5032243.2,1,1,1,0
T3JJ8Z7G6G6DZ,register,home_and_repair,3978,AU,2019-08-01,1,1,0,57200,1,0,57200,0,1,1,1
2CGPZTPTV2V7R,dashboard,professional_services,61111,US,2017-01-01,1,1,1,600000,1,0,600000,1,1,1,0
F8G2HRDMDT3VC,register,beauty_and_personal_care,92116,US,2017-10-01,1,1,1,204000,1,0,204000,1,1,1,1
BHX5N69Z9HR51,register,retail,S7K4H2,CA,2017-10-01,5,3,3,40025,1,0,8005,1,1,1,1
8JJHH8D071N6W,dashboard,casual_use,92056,US,2016-02-01,1,1,0,172500,1,0,172500,0,1,1,1
7F3HYW4TJW71N,register,leisure_and_entertainment,21213-1037,US,2016-07-01,5,5,3,4056800,3,0,811360,0.6,1,1,0
61MEF71GKF8BN,register,charities_education_and_membership,71129-4135,US,2017-10-01,1,1,1,2000,1,0,2000,1,1,1,1
60N2RX77SNNKP,dashboard,health_care_and_fitness,85138-3020,US,2016-08-01,1,1,1,7600,1,0,7600,1,1,1,0
8PRGRJ5EJ9ZNM,dashboard,retail,15042-1602,US,2018-04-01,3,3,3,7350,2,0,2450,1,1,1,1
C3E0HS2TF7J89,register,food_and_drink,45103,US,2019-08-01,1,1,1,48000,1,1,48000,1,1,1,0
86NRW69N5Z3EH,register,professional_services,35756,US,2018-09-01,1,0,0,0,0,0,0,0,1,1,1
8EQX7WAYPHM2C,register,retail,52501-1345,US,2017-06-01,2,2,1,419408,1,0,209704,0.5,1,1,0
273GPKJNR14Q7,dashboard,professional_services,74011-4175,US,2017-07-01,2,2,2,1440000,2,0,720000,1,1,1,0
D9JSRTKE8W161,register,beauty_and_personal_care,43219,US,2017-02-01,1,1,0,1200,1,0,1200,0,1,1,1
FHJWFZ4ZG00SN,dashboard,casual_use,92865-4366,US,2018-01-01,2,1,1,26400,2,0,13200,1,1,1,1
HT8244H4809RB,dashboard,food_and_drink,97701,US,2018-08-01,2,2,0,1414000,2,1,707000,0,1,1,0
CSNH8SAFS7Y4E,register,retail,7631,US,2015-05-01,2,2,1,3424000,1,0,1712000,0.5,1,1,0
377TMYGYB1MPH,register,home_and_repair,75409,US,2017-01-01,1,1,0,401000,1,0,401000,0,1,1,1
DJPKA1V9NA3T1,register,casual_use,85395,US,2017-06-01,1,0,0,2600,0,0,2600,0,1,1,0
YA5SKQWNJ2D40,dashboard,professional_services,78621,US,2018-11-01,2,2,1,272000,2,1,136000,0.5,2,1,1
BX3A0R7TEWRCW,register,professional_services,98002,US,2019-08-01,1,1,0,49500,1,1,49500,0,1,1,1
88QJ1SVABDKP5,dashboard,leisure_and_entertainment,41042-8983,US,2016-05-01,3,3,0,6750000,1,0,2250000,0,1,1,1
4GW8T0VSMSR7N,dashboard,leisure_and_entertainment,91364-4728,US,2018-08-01,2,2,1,8800000,1,0,4400000,0.5,1,1,1
BSFASJ3YAW4RD,register,professional_services,31516,US,2016-06-01,4,4,3,156600,1,0,39150,0.75,1,1,1
F2QK365X77QQC,dashboard,health_care_and_fitness,68124,US,2019-05-01,2,2,1,864000,1,1,432000,0.5,1,1,1
7GJ661QW2CZ5J,dashboard,retail,45206,US,2016-12-01,1,1,1,20544,1,0,20544,1,1,1,0
F56PQJ684RCAG,register,professional_services,84404,US,2015-04-01,2,2,0,1850000,0,0,925000,0,1,1,1
MWF3CPTHJ2TD2,dashboard,charities_education_and_membership,02780-4366,US,2019-08-01,4,4,2,2160000,4,0,540000,0.5,1,1,1
4AY2PGE9180PY,dashboard,charities_education_and_membership,30303,US,2014-12-01,3,3,2,4117500,0,0,1372500,0.666666,1,1,0
1SYXRHDRV8RY2,register,leisure_and_entertainment,32541,US,2019-07-01,1,1,0,145800,1,1,145800,0,1,1,1
FYFPJ6RXY3BEF,dashboard,beauty_and_personal_care,20613,US,2014-10-01,1,1,1,215180,0,0,215180,1,1,1,1
Q82N8KDR7NE99,dashboard,professional_services,89509,US,2019-03-01,1,1,1,9594000,1,0,9594000,1,1,1,0
6AFGC42RP5S63,dashboard,casual_use,97005,US,2016-10-01,1,1,0,99000,1,0,99000,0,1,1,1
1JD4WW7WJ5RC8,register,food_and_drink,65201-8798,US,2018-05-01,2,2,2,82992,2,0,41496,1,1,1,1
6W0SRV1X6GH32,register,home_and_repair,27105,US,2016-12-01,1,0,0,197488,1,0,197488,0,1,1,1
PTNQK5MXCF1KB,register,beauty_and_personal_care,98005,US,2018-10-01,1,1,0,11500,1,0,11500,0,1,1,1
HT4HBXMC0DW37,dashboard,health_care_and_fitness,78654,US,2018-05-01,1,1,1,180000,1,0,180000,1,1,1,1
7TXYPZ7WDR3WX,register,casual_use,23666-4214,US,2019-06-01,1,1,0,3500,1,1,3500,0,1,1,1
D76W58J8F49DW,dashboard,casual_use,33136,US,2015-03-01,1,1,1,371263500,0,0,371263500,1,1,1,0
98BXV0QV7EJK0,register,home_and_repair,80751,US,2017-07-01,7,7,6,157414400,2,0,22487771.43,0.857142,1,1,0
1K3NEF8WB3HBM,register,health_care_and_fitness,15644,US,2018-01-01,1,0,0,0,1,0,0,0,1,1,1
4M6Y6YDCDWKCR,dashboard,health_care_and_fitness,49001,US,2017-08-01,2,2,1,74970,2,0,37485,0.5,1,1,1
9GHYHK5ZN009B,dashboard,retail,29681,US,2014-11-01,2,2,2,17111250,0,0,8555625,1,1,1,0
AA0PXGBEV9WMP,register,professional_services,77410,US,2018-11-01,1,1,1,213824,1,0,213824,1,1,1,0
8C578PT61E2RC,register,food_and_drink,15344,US,2016-05-01,2,2,2,544000,0,0,272000,1,1,1,0
SGQ79MF870M2P,register,retail,B3T1G6,CA,2018-05-01,1,1,0,2700,1,0,2700,0,1,1,1
A17WPMXE7CYSW,dashboard,food_and_drink,24504,US,2015-06-01,2,2,1,267190,1,0,133595,0.5,1,1,0
E963Q5BREX7QV,register,beauty_and_personal_care,77073,US,2016-06-01,1,1,0,55000,0,0,55000,0,1,1,1
69KM708CQWN4E,register,health_care_and_fitness,49649-9307,US,2018-06-01,1,1,1,14000,1,0,14000,1,1,1,1
1607FP963Q1VQ,register,home_and_repair,60914-1524,US,2018-11-01,2,2,1,460000,1,0,230000,0.5,1,1,1
RR51VYJGBN42J,dashboard,health_care_and_fitness,30060,US,2018-11-01,1,1,1,1386000,1,1,1386000,1,1,1,0
7K74W30CQ6MDE,register,home_and_repair,97132,US,2019-02-01,3,3,3,444564000,3,1,148188000,1,1,1,0
806JFQXA6Z6YH,dashboard,home_and_repair,33913-7722,US,2016-08-01,1,1,0,1800000,1,0,1800000,0,1,1,1
EPNVC4GG3M81C,register,health_care_and_fitness,60517-7600,US,2017-02-01,2,2,2,256320,2,0,128160,1,1,1,0
M32S0DFWPPVSB,register,home_and_repair,47834-7237,US,2017-08-01,2,1,0,45900,1,0,22950,0,1,1,1
DQFJ803B119QN,register,casual_use,99016,US,2019-04-01,3,3,3,13662120,3,0,4554040,1,1,1,0
389JDRP22XA5V,dashboard,professional_services,93023,US,2014-10-01,2,2,2,997500,0,0,498750,1,1,1,0
2952WSVXZJ7VN,register,beauty_and_personal_care,65265-1480,US,2016-11-01,1,1,0,4887,1,0,4887,0,1,1,1
59KWDH2KMN0XC,register,beauty_and_personal_care,38965-2622,US,2019-04-01,2,2,1,12840,2,1,6420,0.5,1,1,1
CN33J2NTT008H,register,retail,70520-4305,US,2017-10-01,1,1,1,2000,1,0,2000,1,1,1,1
0WGJ9HSZ6HFCF,register,professional_services,77082-2862,US,2017-09-01,1,1,0,8000,1,0,8000,0,1,1,1
ZB6MB7WZG77GP,dashboard,retail,S4N0W9,CA,2018-03-01,3,3,3,231030,3,0,77010,1,2,1,1
BHKFEF4Z4W0W5,register,beauty_and_personal_care,94947,US,2018-04-01,1,1,0,59500,1,0,59500,0,1,1,1
D46BFXXHPEBGA,dashboard,retail,46312-2237,US,2019-01-01,1,1,0,100,1,0,100,0,1,1,1
T5PVCMGDMS9P2,register,food_and_drink,4568,AU,2017-08-01,2,1,0,11000,2,0,5500,0,1,1,1
A074Y89JBDCSG,register,casual_use,88101,US,2019-04-01,1,1,0,1156,1,1,1156,0,1,1,1
0C7X3HTWBX3BK,register,charities_education_and_membership,151-0053,JP,2016-10-01,1,1,0,100,0,0,100,0,1,1,1
D7H57N00S3SE0,register,retail,22801-8627,US,2018-02-01,1,1,0,2000,1,0,2000,0,1,1,1
9SFF5W7V52C31,register,retail,30350,US,2014-12-01,1,1,0,91000,0,0,91000,0,1,1,1
MQ0FJKN5Y4XGY,dashboard,professional_services,T5X 3N4,CA,2019-03-01,2,2,2,127680000,1,1,63840000,1,1,1,0
B3KV073DSBBDW,register,retail,58301-3130,US,2018-06-01,1,1,1,330000,1,0,330000,1,1,1,1
QPT5FQ91E5W3V,dashboard,retail,47302,US,2019-04-01,1,1,0,4500,1,0,4500,0,1,1,1
SGK1SQ3PXM43G,dashboard,food_and_drink,19106,US,2019-02-01,1,1,1,121986,1,0,121986,1,1,1,0
9WE8RXQ3K38TF,register,health_care_and_fitness,15102-2002,US,2019-04-01,1,1,1,70192,1,1,70192,1,1,1,1
KPG86NG4008GV,dashboard,health_care_and_fitness,SE191HG,GB,2019-02-01,1,1,0,10000,1,1,10000,0,1,1,1
SKHKHV5HRCSFH,register,home_and_repair,61822,US,2018-11-01,2,2,0,10194800,1,0,5097400,0,1,1,1
4VCKXJR03Z2P7,dashboard,casual_use,32907,US,2017-01-01,2,2,2,2226000,2,0,1113000,1,1,1,1
5V7SE8VVB8DQM,register,beauty_and_personal_care,35244,US,2019-05-01,2,2,0,24900,2,1,12450,0,1,1,1
K65XCA8P6QV60,register,casual_use,13603-3035,US,2018-10-01,1,1,1,3000,1,0,3000,1,1,1,1
DBFND7QT5TNPF,dashboard,beauty_and_personal_care,95648,US,2018-05-01,3,2,0,103923,2,0,34641,0,1,1,1
FMYDZZK4ZE8C4,register,charities_education_and_membership,92122-1526,US,2017-10-01,2,2,1,5185000,2,0,2592500,0.5,1,1,1
4D79A1JQWDWQ3,register,food_and_drink,T2M1G6,CA,2016-02-01,1,1,0,469875,0,0,469875,0,1,1,1
9166DJ299S07W,dashboard,retail,75205,US,2016-02-01,2,2,2,1620880,1,0,810440,1,1,1,1
8AGFRZYA9Z2W2,dashboard,casual_use,76548,US,2016-12-01,2,2,2,683264,1,0,341632,1,1,1,1
6AJK7XZWFF4A6,register,retail,83202-2156,US,2017-09-01,1,1,0,100,1,0,100,0,1,1,1
9SX83SPSYFY0K,dashboard,beauty_and_personal_care,66606,US,2017-03-01,2,2,1,10324000,2,0,5162000,0.5,1,1,0
JZABN55BKQHCJ,register,health_care_and_fitness,5006,AU,2018-06-01,2,2,1,400,1,0,200,0.5,1,1,1
17JD4BKXSQTE2,dashboard,charities_education_and_membership,32955-4022,US,2018-04-01,3,3,2,795000,3,0,265000,0.666666,1,1,0
A1YDNS2AAM7YT,dashboard,leisure_and_entertainment,31522,US,2015-08-01,1,1,0,1332000,1,0,1332000,0,1,1,1
J459AK9HCEHCN,dashboard,professional_services,105-0001,JP,2018-08-01,3,3,2,3960495,1,0,1320165,0.666666,1,1,0
30HB3V54028AQ,register,casual_use,22407-7376,US,2019-02-01,1,1,1,3700,1,1,3700,1,1,1,1
6ZZ4J7HFT2HZQ,register,food_and_drink,44118,US,2019-02-01,1,1,1,3870,1,1,3870,1,1,1,1
E6NRT2ZVX9Y2N,dashboard,professional_services,30355-5036,US,2017-07-01,2,2,2,1414500,2,0,707250,1,1,1,0
1DZPNDHVB1NBN,register,home_and_repair,82718,US,2019-07-01,1,1,1,60000,1,1,60000,1,1,1,1
6FC70FV3MT5K1,dashboard,health_care_and_fitness,31406-4951,US,2019-07-01,1,1,1,4062,1,1,4062,1,1,1,1
RE1RRDE3YSRS2,dashboard,health_care_and_fitness,33166-5634,US,2019-04-01,3,3,2,4196500,3,1,1398833.333,0.666666,1,1,1
T90P7NNNC05D4,dashboard,food_and_drink,G402SA,GB,2017-08-01,1,1,0,15600,1,0,15600,0,1,1,1
1BJHG56ZK43T3,dashboard,leisure_and_entertainment,30518,US,2019-02-01,3,3,3,7701000,3,1,2567000,1,1,1,1
T13BNJ6S11N6J,register,professional_services,01605-1312,US,2018-11-01,1,1,1,7700,1,0,7700,1,1,1,1
ZF3Q3D2KJDKXQ,register,retail,T9V3N1,CA,2019-05-01,1,1,0,4000,1,1,4000,0,1,1,1
XBRY6MHY56PG6,register,food_and_drink,55105,US,2018-05-01,2,2,2,984170,2,0,492085,1,1,1,1
FT3NZT41DFRER,register,professional_services,55975,US,2017-06-01,1,1,1,127500,1,0,127500,1,1,1,1
4465C3B6NEFFN,register,beauty_and_personal_care,30120,US,2018-07-01,1,1,1,180800,1,0,180800,1,1,1,1
91QT68T4NZ1ND,register,casual_use,29403,US,2017-02-01,1,1,1,4200,0,0,4200,1,1,1,1
BVAG3VVYPRSXH,register,casual_use,49315,US,2017-09-01,1,1,0,4500,1,0,4500,0,1,1,1
W25KJGKCJB3WR,register,retail,29045,US,2018-05-01,1,1,1,199800,1,0,199800,1,1,1,1
C132CM0WKHEZV,register,professional_services,64504,US,2017-06-01,1,0,0,0,0,0,0,0,1,1,0
6AGCGAYAK94GT,register,health_care_and_fitness,94110,US,2015-08-01,1,1,1,180000,0,0,180000,1,1,1,1
7EDP90R1MP655,dashboard,professional_services,35670,US,2017-05-01,1,1,1,70000000,1,0,70000000,1,1,1,1
A2BG8W32TVVXP,invoices,casual_use,43605,US,2019-06-01,2,2,1,12000,2,1,6000,0.5,1,1,1
1TJHFDQPR5FHG,register,professional_services,75205,US,2017-10-01,1,1,0,100,1,0,100,0,1,1,1
8X2FRGH67TJ85,dashboard,health_care_and_fitness,12508,US,2016-06-01,1,1,0,5034960,1,0,5034960,0,1,1,0
83B4CTECS1X5Q,dashboard,food_and_drink,16803,US,2018-11-01,1,1,1,377625,1,0,377625,1,1,1,1
F7JGQC23THVST,dashboard,retail,90034,US,2018-11-01,1,1,1,1050000,1,0,1050000,1,1,1,1
56HMFZKSXT0AQ,dashboard,professional_services,48442,US,2017-05-01,1,1,1,33000,1,0,33000,1,1,1,1
F8RPHG0K3NPCM,dashboard,health_care_and_fitness,77469,US,2017-09-01,1,1,0,300,1,0,300,0,1,1,1
5KRWVW35VTW9W,register,leisure_and_entertainment,2472,US,2018-10-01,1,0,0,51600,1,0,51600,0,1,1,1
E29WSJ1V38PDV,dashboard,casual_use,L4N2B8,CA,2014-07-01,1,1,1,1296000,0,0,1296000,1,1,1,1
2E51N72KFJMJ5,register,home_and_repair,23503-1956,US,2017-07-01,1,1,0,185000,1,0,185000,0,1,1,1
45GREWJHNP890,dashboard,charities_education_and_membership,95355-3731,US,2018-08-01,1,1,0,15000,1,1,15000,0,1,1,1
7Q4EZ8JKG6G38,register,charities_education_and_membership,46614-6538,US,2018-11-01,1,1,0,8500,1,0,8500,0,1,1,1
